Transaction,Type,Credit Line,Input Currency,Input Amount,Output Currency,Output Amount,USD Equivalent,Fee,Fee Currency,Details,Date / Time (UTC)
NXT9AM64P7hkftk23DgYI7Cq,Manual Repayment,,USD,173.64362754,USD,0.00000000,$173.64,-,-,"approved / Fiat Repayment",2025-11-24 00:00:00
NXTAo7Nirp0AUi0P2O3Soi2aBecjt,Interest,,BTC,0.00047520,BTC,0.00047520,$43.38,-,-,"approved / BTC Interest Earned",2025-11-23 06:00:00
NXTPAB2sQQA4FUKgerUT0TLEFFgK,Interest,,ETH,0.00303070,ETH,0.00303070,$8.26,-,-,"approved / ETH Interest Earned",2025-11-23 06:00:00
NXTOxpGzFRTfYvAK9MOx9VHjDGa6S,Interest,,NEXO,0.17270331,NEXO,0.17270331,$0.23,-,-,"approved / NEXO Interest Earned",2025-11-23 06:00:00
NXT8gP1BNCvrCnSW7nVL7GLMJgp8LmCey,Interest,,XRP,0.12046685,XRP,0.12046685,$0.05,-,-,"approved / XRP Interest Earned",2025-11-23 06:00:00
NXTxFzx1uEgAvcPXYms5fdMBKjSiG,Interest,,LINK,0.16854596,LINK,0.16854596,$1.12,-,-,"approved / LINK Interest Earned",2025-11-23 06:00:00
NXToDDXbmxQDKjzxHPagqd77rt,Interest,,DOGE,4.82596183,DOGE,4.82596183,$1.10,-,-,"approved / DOGE Interest Earned",2025-11-23 06:00:00
NXTKb9SPKIm0yCGDtgnmXrGVdbe,Interest,,SOL,0.03325103,SOL,0.03325103,$8.62,-,-,"approved / SOL Interest Earned",2025-11-23 06:00:00
NXTMobQSg9JNtqUjMQwGXjuCuza,Interest,,ADA,0.52446310,ADA,0.52446310,$0.21,-,-,"approved / ADA Interest Earned",2025-11-23 06:00:00
NXTDVKsQovROAUKiTqXzoYfe7t,Exchange Cashback,,USDC,4.24535070,USDC,4.24535070,$5.20,-,-,"approved / 1 % on top of your Exchange transaction",2025-11-23 00:00:00
NXT31OZMJVo5ONhD17MSJaeRDD,Interest,,BTC,0.00037881,BTC,0.00037881,$34.02,-,-,"approved / BTC Interest Earned",2025-11-22 06:00:00
NXTxWRiwK5nWoKf75NdguCgSUllte,Interest,,ETH,0.00107350,ETH,0.00107350,$4.20,-,-,"approved / ETH Interest Earned",2025-11-22 06:00:00
NXTJW2NGhLn8L9qXkJNZ7OuzzQWXf,Interest,,NEXO,1.03355038,NEXO,1.03355038,$1.45,-,-,"approved / NEXO Interest Earned",2025-11-22 06:00:00
NXTWkVksToucmLac8dsCe0t,Interest,,XRP,0.20881026,XRP,0.20881026,$0.46,-,-,"approved / XRP Interest Earned",2025-11-22 06:00:00
NXT0RtOd5kpyEiRdA6YqJMsoJK,Interest,,LINK,0.11554204,LINK,0.11554204,$1.80,-,-,"approved / LINK Interest Earned",2025-11-22 06:00:00
NXTKl9vFInCpXF3p5ovNZmlot0jV5bJxS,Interest,,DOGE,1.74729473,DOGE,1.74729473,$0.69,-,-,"approved / DOGE Interest Earned",2025-11-22 06:00:00
NXTvuecpifbRwwHEX7q9dj3YP6,Interest,,SOL,0.02347318,SOL,0.02347318,$0.78,-,-,"approved / SOL Interest Earned",2025-11-22 06:00:00
NXTMxxftFY6Vefp88vbSnQLpVeSDuEUw,Interest,,ADA,0.84721350,ADA,0.84721350,$0.27,-,-,"approved / ADA Interest Earned",2025-11-22 06:00:00
NXTF0TSiFL3lQYJy1ft0qcmxAjWY,Deposit To Exchange,,EUR,822.87000000,EURX,822.87000000,$844.68,-,-,"approved / EUR Top Up",2025-11-22 00:00:00
NXTmXyzlDLrZ7vYvTNYE1bt9c2,Exchange Deposited On,,EUR,-822.87000000,EURX,822.87000000,$844.68,-,-,"approved / EUR to EURX",2025-11-22 00:00:00
NXTzCxxLgkXHuGP7pttvVWRm7Iylvedm,Locking Term Deposit,,LINK,-115.13098617,LINK,115.13098617,$1726.96,-,-,"approved / Transfer from Savings Wallet to Term Wallet",2025-11-22 00:00:00
NXTv4Qi09QTEq7oE06jhYMPXCOB,Credit Card Withdrawal Credit,Card,xUSD,-123.76000000,xUSD,123.76000000,$123.76,-,-,"authorized / Nexo Card Loan Withdrawal",2025-11-22 00:00:00
NXTrPtgBKidxgr2yr0UqMAgFlBCM,Exchange Credit,Card,xUSD,-123.76000000,EURX,112.09000000,$123.76,-,-,"authorized / Nexo Card Loan Withdrawal",2025-11-22 00:00:00
NXT4rIbUwanWNHwXVyXPViqIzon,Nexo Card Purchase,Card,xUSD,-123.76000000,EURX,112.09000000,$123.76,-,-,"approved / REWE MARKT | BERLIN",2025-11-22 00:00:00
NXTQbX1q54zD6m0SXS7lmxgGbT4OuAX,Cashback,,NEXO,1.51418259,NEXO,1.51418259,$1.24,-,-,"approved / REWE MARKT | BERLIN",2025-11-22 00:00:00
NXTNVGakvtiXu8z98wXD16INByQcS6kp,Interest,,BTC,0.00013025,BTC,0.00013025,$8.35,-,-,"approved / BTC Interest Earned",2025-11-21 06:00:00
NXTMSuyzmKJiYJWj2EZRpjtw,Interest,,ETH,0.00083822,ETH,0.00083822,$2.48,-,-,"approved / ETH Interest Earned",2025-11-21 06:00:00
NXTDPysAoVHFDbecGtQjbQTO,Interest,,NEXO,0.87651448,NEXO,0.87651448,$1.05,-,-,"approved / NEXO Interest Earned",2025-11-21 06:00:00
NXTwwqyGMORd3ziCObgkQJpkd1yD4v,Interest,,XRP,0.05163190,XRP,0.05163190,$0.10,-,-,"approved / XRP Interest Earned",2025-11-21 06:00:00
NXTmJx7ioIyRadfqBKoyeTGFgN,Interest,,LINK,0.38072503,LINK,0.38072503,$9.03,-,-,"approved / LINK Interest Earned",2025-11-21 06:00:00
NXTJE88PbieihIIShojJ0ZJ0,Interest,,DOGE,0.53135295,DOGE,0.53135295,$0.11,-,-,"approved / DOGE Interest Earned",2025-11-21 06:00:00
NXTk4v7NxuhAnLBrkbWu6s1974sYZKj,Interest,,SOL,0.03794359,SOL,0.03794359,$6.09,-,-,"approved / SOL Interest Earned",2025-11-21 06:00:00
NXT5oesJ8XDBVORCkUsNm21MCEL1wg4,Interest,,ADA,0.34754349,ADA,0.34754349,$0.29,-,-,"approved / ADA Interest Earned",2025-11-21 06:00:00
NXToVwoFsQMfzB2uft4xnQvbkfcYf4pf,Interest,,BTC,0.00026206,BTC,0.00026206,$17.02,-,-,"approved / BTC Interest Earned",2025-11-20 06:00:00
NXTKDJ5vVLg5fEbczCdJep5xu7pYVNKmB,Interest,,ETH,0.00198689,ETH,0.00198689,$6.02,-,-,"approved / ETH Interest Earned",2025-11-20 06:00:00
NXTCZC1Bdynu705XCN00NDookJAZSuU,Interest,,NEXO,1.16136958,NEXO,1.16136958,$1.02,-,-,"approved / NEXO Interest Earned",2025-11-20 06:00:00
NXThaH31KR8SnhfvbvrDCWK6YSsD,Interest,,XRP,0.27494265,XRP,0.27494265,$0.68,-,-,"approved / XRP Interest Earned",2025-11-20 06:00:00
NXTE9DtBrUzCFWjyJsu6QVJ,Interest,,LINK,0.42437980,LINK,0.42437980,$3.39,-,-,"approved / LINK Interest Earned",2025-11-20 06:00:00
NXTx1TaASTl1O1eG5WDM123BxcOJ3zxEK,Interest,,DOGE,3.23984783,DOGE,3.23984783,$0.52,-,-,"approved / DOGE Interest Earned",2025-11-20 06:00:00
NXTeWdBowiLkOcH34rkl6oWnKorbyR,Interest,,SOL,0.04408775,SOL,0.04408775,$9.43,-,-,"approved / SOL Interest Earned",2025-11-20 06:00:00
NXTJ8RQaLOlB2uisivDZcx6p2IrD6,Interest,,ADA,0.15230691,ADA,0.15230691,$0.16,-,-,"approved / ADA Interest Earned",2025-11-20 06:00:00
NXT7ovgmaqcD1kN8ozPnDVJB,Interest,,BTC,0.00027165,BTC,0.00027165,$18.34,-,-,"approved / BTC Interest Earned",2025-11-19 06:00:00
NXTGbR03adCSXVBwYybk0l9z3DK,Interest,,ETH,0.00419083,ETH,0.00419083,$8.17,-,-,"approved / ETH Interest Earned",2025-11-19 06:00:00
NXTiFVy6gYP7XkqOtjx5KWHX,Interest,,NEXO,0.60239143,NEXO,0.60239143,$0.81,-,-,"approved / NEXO Interest Earned",2025-11-19 06:00:00
NXT1yVt7Nq4RlQtreGXQPVRfxBFbudIO,Interest,,XRP,0.11603603,XRP,0.11603603,$0.13,-,-,"approved / XRP Interest Earned",2025-11-19 06:00:00
NXTB6AsgWrEexibePppqdglkmy,Interest,,LINK,0.29294375,LINK,0.29294375,$5.60,-,-,"approved / LINK Interest Earned",2025-11-19 06:00:00
NXT5DDTaAPB8oCiLaADZNlfjrGGIO,Interest,,DOGE,1.38017782,DOGE,1.38017782,$0.36,-,-,"approved / DOGE Interest Earned",2025-11-19 06:00:00
NXTnoZk0OXpAsKfcSQoQx4XJ7SUOoiY9,Interest,,SOL,0.00604592,SOL,0.00604592,$0.69,-,-,"approved / SOL Interest Earned",2025-11-19 06:00:00
NXTdITxJl9iy7Ck75ep3TWvkXihJ5bRCX,Interest,,ADA,1.43981835,ADA,1.43981835,$1.18,-,-,"approved / ADA Interest Earned",2025-11-19 06:00:00
NXT5jFTkf2wt2WZnpbEvti4xznLyNqUaI,Interest,,BTC,0.00018102,BTC,0.00018102,$13.68,-,-,"approved / BTC Interest Earned",2025-11-18 06:00:00
NXTZfWIJgFCxeJQsXLkmg4MlVVGNPD,Interest,,ETH,0.00399543,ETH,0.00399543,$7.41,-,-,"approved / ETH Interest Earned",2025-11-18 06:00:00
NXTWKcbuSqXnZnVHOg1XkiaKV1dz6,Interest,,NEXO,0.93595211,NEXO,0.93595211,$1.03,-,-,"approved / NEXO Interest Earned",2025-11-18 06:00:00
NXTnKC9Pg6NC1VMqPYORDk6DFygv,Interest,,XRP,0.15844594,XRP,0.15844594,$0.35,-,-,"approved / XRP Interest Earned",2025-11-18 06:00:00
NXTtyuOCMtoiwxIZPK8vUsE5gzcW4V,Interest,,LINK,0.34167101,LINK,0.34167101,$6.80,-,-,"approved / LINK Interest Earned",2025-11-18 06:00:00
NXTzoTO7sabgyK8NfTEKSYQ8hv,Interest,,DOGE,1.68121138,DOGE,1.68121138,$0.52,-,-,"approved / DOGE Interest Earned",2025-11-18 06:00:00
NXTGn6xVcClZgevQOcgU6CX,Interest,,SOL,0.01664774,SOL,0.01664774,$1.69,-,-,"approved / SOL Interest Earned",2025-11-18 06:00:00
NXTAL6tQyRgXJWPV5Ayp9XEo2XRKcdh,Interest,,ADA,0.61244961,ADA,0.61244961,$0.17,-,-,"approved / ADA Interest Earned",2025-11-18 06:00:00
NXTRkaN4pTB1DS4rplhZjKddi9FS,Exchange Cashback,,NEXO,4.24153558,NEXO,4.24153558,$5.79,-,-,"approved / 0.25 % on top of your Exchange transaction",2025-11-18 00:00:00
NXTXOliVymFGanyPtf3mCqLNc47l6,Exchange,,EURX,-294.16222814,USDC,317.69520639,$317.70,2.89241239,EURX,"approved / Exchange EURX to USDC",2025-11-18 00:00:00
NXT5ArCzqz5HOWv5yIMC3Ywk,Credit Card Withdrawal Credit,Card,xUSD,-167.51000000,xUSD,167.51000000,$167.51,-,-,"authorized / Nexo Card Loan Withdrawal",2025-11-18 00:00:00
NXT9CB3QJUFthtHaAYuJOGZfXpcU,Exchange Credit,Card,xUSD,-167.51000000,EURX,151.40000000,$167.51,-,-,"authorized / Nexo Card Loan Withdrawal",2025-11-18 00:00:00
NXTJsEYRCEQwgI3QR6Czkf8u12HWr,Nexo Card Purchase,Card,xUSD,-167.51000000,EURX,151.40000000,$167.51,-,-,"approved / SHELL 1234 | FRANKFURT",2025-11-18 00:00:00
NXTppjBegVfY40gaXzeohvVzCDe6nO,Cashback,,NEXO,1.64231027,NEXO,1.64231027,$1.68,-,-,"approved / SHELL 1234 | FRANKFURT",2025-11-18 00:00:00
NXTXnIG5B2vR4MZey7zh50bfgTlx5,Interest,,BTC,0.00017132,BTC,0.00017132,$15.32,-,-,"approved / BTC Interest Earned",2025-11-17 06:00:00
NXTU3eJaFmhSp9K9upkSreShCIcwthowf,Interest,,ETH,0.00266897,ETH,0.00266897,$8.58,-,-,"approved / ETH Interest Earned",2025-11-17 06:00:00
NXTdIThTEYpFGYGVZuQj3wPPP2j4S3Vgn,Interest,,NEXO,1.49729146,NEXO,1.49729146,$1.69,-,-,"approved / NEXO Interest Earned",2025-11-17 06:00:00
NXT3FATQZEzEb6rXn8TJZDjoNfD3Q,Interest,,XRP,0.16046120,XRP,0.16046120,$0.13,-,-,"approved / XRP Interest Earned",2025-11-17 06:00:00
NXT5REHCr7dN8x35AuhUhMEpn,Interest,,LINK,0.36910367,LINK,0.36910367,$6.42,-,-,"approved / LINK Interest Earned",2025-11-17 06:00:00
NXTewNtgzGA5aYJmTYdgWZfTJOj5,Interest,,DOGE,3.25907846,DOGE,3.25907846,$0.65,-,-,"approved / DOGE Interest Earned",2025-11-17 06:00:00
NXTXnVLDzdMVBR7X28rXmsaZunUx2y9,Interest,,SOL,0.00808459,SOL,0.00808459,$1.18,-,-,"approved / SOL Interest Earned",2025-11-17 06:00:00
NXTqzapjyMB15ZyREcum50sJgQSY,Interest,,ADA,1.02334373,ADA,1.02334373,$1.16,-,-,"approved / ADA Interest Earned",2025-11-17 06:00:00
NXTDffmwFliFm38VHenMGHNRELvMMY,Interest,,BTC,0.00020908,BTC,0.00020908,$14.81,-,-,"approved / BTC Interest Earned",2025-11-16 06:00:00
NXTXek98uY08gCUlH6gnH7f3VT97eqxqR,Interest,,ETH,0.00285132,ETH,0.00285132,$9.96,-,-,"approved / ETH Interest Earned",2025-11-16 06:00:00
NXTgLwC0800TgdtDlffSfpuNw,Interest,,NEXO,1.96585624,NEXO,1.96585624,$1.81,-,-,"approved / NEXO Interest Earned",2025-11-16 06:00:00
NXTnlYsBHPgc9TwIPtCTRoXu2hI8,Interest,,XRP,0.43203870,XRP,0.43203870,$1.04,-,-,"approved / XRP Interest Earned",2025-11-16 06:00:00
NXT61LvdtfMTgzgRxNQfdU0RGiPiT,Interest,,LINK,0.31893614,LINK,0.31893614,$2.51,-,-,"approved / LINK Interest Earned",2025-11-16 06:00:00
NXT5jfYwNkWZJxjGNEXRUaJiXN6NEVI,Interest,,DOGE,2.32024030,DOGE,2.32024030,$0.27,-,-,"approved / DOGE Interest Earned",2025-11-16 06:00:00
NXTjcOC0IMTplChLfu3Yu92Xb,Interest,,SOL,0.02333739,SOL,0.02333739,$4.41,-,-,"approved / SOL Interest Earned",2025-11-16 06:00:00
NXTyXcIk5laW02q7y87cJpfFTFB7qc3,Interest,,ADA,1.86652058,ADA,1.86652058,$2.09,-,-,"approved / ADA Interest Earned",2025-11-16 06:00:00
NXTCGVdnuj6UnsrMqFLUSoHPjnBAD0,Interest,,BTC,0.00025682,BTC,0.00025682,$18.72,-,-,"approved / BTC Interest Earned",2025-11-15 06:00:00
NXTZ2s1C2kzipyHRF3I2EEW71M,Interest,,ETH,0.00455979,ETH,0.00455979,$13.12,-,-,"approved / ETH Interest Earned",2025-11-15 06:00:00
NXT0SivlUW217WDCIrqj7DCeKvs,Interest,,NEXO,1.39986284,NEXO,1.39986284,$1.76,-,-,"approved / NEXO Interest Earned",2025-11-15 06:00:00
NXTOmMdcSJrczyTjUSvG7uOwvl,Interest,,XRP,0.08421411,XRP,0.08421411,$0.17,-,-,"approved / XRP Interest Earned",2025-11-15 06:00:00
NXTAbQ4V1cC1Jedpt9PZeLVFKyteH,Interest,,LINK,0.14012816,LINK,0.14012816,$2.64,-,-,"approved / LINK Interest Earned",2025-11-15 06:00:00
NXTUB5yeTDAfNOFPrCKyOWx2Ra,Interest,,DOGE,3.57281277,DOGE,3.57281277,$0.66,-,-,"approved / DOGE Interest Earned",2025-11-15 06:00:00
NXTvLxGMrkooTJlArbrDpHkjpvnfy,Interest,,SOL,0.01927033,SOL,0.01927033,$1.00,-,-,"approved / SOL Interest Earned",2025-11-15 06:00:00
NXT1nKfCTvqsshlLrb32kSWDnwf4QU,Interest,,ADA,0.16123989,ADA,0.16123989,$0.11,-,-,"approved / ADA Interest Earned",2025-11-15 06:00:00
NXTuiSD1gl2VJtXMffX0G3ui,Transfer Out,,USDC,-1407.66477665,USDC,1407.66477665,$1407.66,-,-,"approved / Transfer from Savings Wallet to Credit Line Wallet",2025-11-15 00:00:00
NXTb3ZuCRmM1VsooPIbBwXuic,Exchange,,XRP,-120.87780729,NEXO,164.83337358,$181.32,0.64133476,XRP,"approved / Exchange XRP to NEXO",2025-11-15 00:00:00
NXTi29gIW7RvjjrWyL6RBStud,Exchange,,EURX,-78.37568993,USDC,84.64574513,$84.65,0.63526154,EURX,"approved / Exchange EURX to USDC",2025-11-15 00:00:00
NXTlJ9c7oxxK6AkkvoxJfeZWlPZ,Interest,,BTC,0.00016597,BTC,0.00016597,$11.81,-,-,"approved / BTC Interest Earned",2025-11-14 06:00:00
NXThO1sxPFlzmsGL7pDg7GBLTFW,Interest,,ETH,0.00406872,ETH,0.00406872,$14.97,-,-,"approved / ETH Interest Earned",2025-11-14 06:00:00
NXTpIxMiubqvZJv80N6Y9L2501p,Interest,,NEXO,0.78774552,NEXO,0.78774552,$0.79,-,-,"approved / NEXO Interest Earned",2025-11-14 06:00:00
NXTrmL0DuqhImcKKqI6nrrTNPGABH,Interest,,XRP,0.24211400,XRP,0.24211400,$0.56,-,-,"approved / XRP Interest Earned",2025-11-14 06:00:00
NXTRC0N21Ad0M4f7nGX65BuDwAuOe,Interest,,LINK,0.31072583,LINK,0.31072583,$4.56,-,-,"approved / LINK Interest Earned",2025-11-14 06:00:00
NXTQxPq2QmR8w38Ju29rVbu,Interest,,DOGE,3.77587097,DOGE,3.77587097,$0.85,-,-,"approved / DOGE Interest Earned",2025-11-14 06:00:00
NXTXovcZUqlIeZHkuBscid11H29AkxZF,Interest,,SOL,0.02103908,SOL,0.02103908,$4.75,-,-,"approved / SOL Interest Earned",2025-11-14 06:00:00
NXTGrpU11PmFnSfV0iIxu7LmVN,Interest,,ADA,1.60021248,ADA,1.60021248,$1.36,-,-,"approved / ADA Interest Earned",2025-11-14 06:00:00
NXTfzZkC7ZBl1zzszEIeJ3GQKK,Interest,,BTC,0.00043398,BTC,0.00043398,$30.80,-,-,"approved / BTC Interest Earned",2025-11-13 06:00:00
NXTRhmZEAElQkyXQAhZeMGqc0,Interest,,ETH,0.00313361,ETH,0.00313361,$8.59,-,-,"approved / ETH Interest Earned",2025-11-13 06:00:00
NXTpPLUxWFvA71Q4HZj09nN,Interest,,NEXO,0.68989736,NEXO,0.68989736,$0.84,-,-,"approved / NEXO Interest Earned",2025-11-13 06:00:00
NXTgYeLTu2eT86pEAl5Y9RzcRyJq,Interest,,XRP,0.11547497,XRP,0.11547497,$0.12,-,-,"approved / XRP Interest Earned",2025-11-13 06:00:00
NXTpotndp3XLGTWMOAPwWHirTIULkgD,Interest,,LINK,0.16619360,LINK,0.16619360,$3.60,-,-,"approved / LINK Interest Earned",2025-11-13 06:00:00
NXT65zFem7D5CDiDosa5sOOT6fM20oYz4,Interest,,DOGE,3.99379919,DOGE,3.99379919,$0.53,-,-,"approved / DOGE Interest Earned",2025-11-13 06:00:00
NXTta3gXrkVI0j9bQpZwRtzR6hTA,Interest,,SOL,0.01005655,SOL,0.01005655,$0.77,-,-,"approved / SOL Interest Earned",2025-11-13 06:00:00
NXTaXrtvMMelctNsufNd4l1PYeN,Interest,,ADA,0.22373872,ADA,0.22373872,$0.13,-,-,"approved / ADA Interest Earned",2025-11-13 06:00:00
NXTrdHjaoOkXkVTQeUxhWzzaHP,Interest,,BTC,0.00037767,BTC,0.00037767,$23.98,-,-,"approved / BTC Interest Earned",2025-11-12 06:00:00
NXT9TLCFROAlcvfRgdDahoI2bOHLgn,Interest,,ETH,0.00356100,ETH,0.00356100,$11.95,-,-,"approved / ETH Interest Earned",2025-11-12 06:00:00
NXT2KeqNw5ADMvyhlAeBTYQP,Interest,,NEXO,0.11219754,NEXO,0.11219754,$0.12,-,-,"approved / NEXO Interest Earned",2025-11-12 06:00:00
NXTovgUVxWH6xECm0GUZcTnOS7P7s,Interest,,XRP,0.27521417,XRP,0.27521417,$0.54,-,-,"approved / XRP Interest Earned",2025-11-12 06:00:00
NXTEmnsQeCWQkPxsoL9Tm5qbp,Interest,,LINK,0.40435650,LINK,0.40435650,$9.23,-,-,"approved / LINK Interest Earned",2025-11-12 06:00:00
NXTyFDbxI7arnQ5oTQev8Ui79KPk5xLr,Interest,,DOGE,1.90937177,DOGE,1.90937177,$0.52,-,-,"approved / DOGE Interest Earned",2025-11-12 06:00:00
NXTUQJfChjDGbHBK9ydZuBLWTOZDr,Interest,,SOL,0.00314037,SOL,0.00314037,$0.26,-,-,"approved / SOL Interest Earned",2025-11-12 06:00:00
NXTt5iEgHzuzGfMP93aenX0,Interest,,ADA,1.26717079,ADA,1.26717079,$1.07,-,-,"approved / ADA Interest Earned",2025-11-12 06:00:00
NXTpsWlRARbdKKX882byNPjCb1DkJ,Locking Term Deposit,,BTC,-0.01700969,BTC,0.01700969,$1360.78,-,-,"approved / Transfer from Savings Wallet to Term Wallet",2025-11-12 00:00:00
NXTvb9kw2YjAP4XvQGEGIPvveNAcL4fof,Interest,,BTC,0.00005928,BTC,0.00005928,$3.85,-,-,"approved / BTC Interest Earned",2025-11-11 06:00:00
NXTvwUnCbVil0zmBx9iftD7SVUV,Interest,,ETH,0.00264486,ETH,0.00264486,$10.49,-,-,"approved / ETH Interest Earned",2025-11-11 06:00:00
NXTbph8OyaMdJfZoWoMueU6tcuMKi,Interest,,NEXO,0.58892343,NEXO,0.58892343,$0.51,-,-,"approved / NEXO Interest Earned",2025-11-11 06:00:00
NXTBPgkVroW5GcF0fsjjLpscQIWop,Interest,,XRP,0.41940005,XRP,0.41940005,$0.97,-,-,"approved / XRP Interest Earned",2025-11-11 06:00:00
NXTBCLdSsbrq3GROp2x4fcOj8DhN,Interest,,LINK,0.10963158,LINK,0.10963158,$1.41,-,-,"approved / LINK Interest Earned",2025-11-11 06:00:00
NXTK66LyWvdC1F0iMUTEYjgIy3WBQAEVw,Interest,,DOGE,1.94311961,DOGE,1.94311961,$0.43,-,-,"approved / DOGE Interest Earned",2025-11-11 06:00:00
NXTaNvKMTxmpta9aWxYpEM2UtvdKFC,Interest,,SOL,0.02867912,SOL,0.02867912,$5.27,-,-,"approved / SOL Interest Earned",2025-11-11 06:00:00
NXTqLSmzQQseSjWHfepIikd,Interest,,ADA,0.85354156,ADA,0.85354156,$0.41,-,-,"approved / ADA Interest Earned",2025-11-11 06:00:00
NXTXH7d7VIFMEiWtweyjkBsrCWf4PiePj,Exchange,,LINK,-6.22078717,ETH,0.03110394,$93.31,0.06033332,LINK,"approved / Exchange LINK to ETH",2025-11-11 00:00:00
NXThB3WuIleZK6vyXHBO0tAdOVa,Interest,,BTC,0.00016537,BTC,0.00016537,$15.27,-,-,"approved / BTC Interest Earned",2025-11-10 06:00:00
NXTRl6I3vCdobimhTjNdFZcrJ8yNv9k0,Interest,,ETH,0.00321561,ETH,0.00321561,$7.81,-,-,"approved / ETH Interest Earned",2025-11-10 06:00:00
NXTNakcWEm6YW4OAqXBo6Trb,Interest,,NEXO,0.87534119,NEXO,0.87534119,$0.83,-,-,"approved / NEXO Interest Earned",2025-11-10 06:00:00
NXTYVs67wzWEdx3Wws6nuexA,Interest,,XRP,0.41403761,XRP,0.41403761,$0.60,-,-,"approved / XRP Interest Earned",2025-11-10 06:00:00
NXTv2mUqmsTo6vHAjzEAystj1YDGa,Interest,,LINK,0.29703789,LINK,0.29703789,$4.81,-,-,"approved / LINK Interest Earned",2025-11-10 06:00:00
NXTj2zXIOOs2T9Q1bbSsXwSKGy,Interest,,DOGE,2.78551643,DOGE,2.78551643,$0.83,-,-,"approved / DOGE Interest Earned",2025-11-10 06:00:00
NXTCr4VVJRB4Ei8tN5P8aIb,Interest,,SOL,0.00909406,SOL,0.00909406,$1.98,-,-,"approved / SOL Interest Earned",2025-11-10 06:00:00
NXTgciRa9blItv2iCqQPonE1VlXS,Interest,,ADA,0.90124924,ADA,0.90124924,$0.51,-,-,"approved / ADA Interest Earned",2025-11-10 06:00:00
NXTxcDm4vY2nOyreVvFQ0ub2,Top up Crypto,,BTC,0.05647187,BTC,0.05647187,$4517.75,-,-,"approved / 8a8e1e4eb2435ad84e0ad052f27b81fb2058605ef05aa58dfbe32c262ec6ab32",2025-11-10 00:00:00
NXTOhcc9hoHyx6RHKT2OZM6rQnB,Top up Crypto,,SOL,5.61987991,SOL,5.61987991,$786.78,-,-,"approved / 97e4c95a9abadaea479b14b228f8ed4d7cb51f2fdbffc5c087aa9df130e8e31d",2025-11-10 00:00:00
NXTBhpRmQaAgGMRz3FMrWELWZ8wzj,Top up Crypto,,USDC,731.99594914,USDC,731.99594914,$732.00,-,-,"approved / f5073c92cc2666708bfec800b3e418410f7886a2f7c2ec03f3081bc6ac9901d0",2025-11-10 00:00:00
NXTISP04L14mtFSw3LgJDfpp3FzN,Interest,,BTC,0.00025692,BTC,0.00025692,$16.63,-,-,"approved / BTC Interest Earned",2025-11-09 06:00:00
NXTYbm66QYzwWiyu1KkSPrcc2P,Interest,,ETH,0.00433879,ETH,0.00433879,$14.88,-,-,"approved / ETH Interest Earned",2025-11-09 06:00:00
NXTdsUWtKIumi2yOT2Rmo304xSZma4dcd,Interest,,NEXO,0.36837547,NEXO,0.36837547,$0.44,-,-,"approved / NEXO Interest Earned",2025-11-09 06:00:00
NXTIGTYtZ7kN6u7dH6UMdTdq,Interest,,XRP,0.41933993,XRP,0.41933993,$0.69,-,-,"approved / XRP Interest Earned",2025-11-09 06:00:00
NXTfVyHNFYiiNGv9VsCRpCavSeZ9c,Interest,,LINK,0.14928129,LINK,0.14928129,$2.15,-,-,"approved / LINK Interest Earned",2025-11-09 06:00:00
NXTPTaLEmBF8fKhtPLDz1OUgYA,Interest,,DOGE,2.06983188,DOGE,2.06983188,$0.57,-,-,"approved / DOGE Interest Earned",2025-11-09 06:00:00
NXTD1hGYn5AGPwfO2Wk5kjAAFQaRmN,Interest,,SOL,0.03481388,SOL,0.03481388,$1.52,-,-,"approved / SOL Interest Earned",2025-11-09 06:00:00
NXTkINPS7asKYJguMDjuLEsIlI7G,Interest,,ADA,0.26268802,ADA,0.26268802,$0.16,-,-,"approved / ADA Interest Earned",2025-11-09 06:00:00
NXTTTcpIZgjfoSKuzABEfou7OLJV,Fixed Term Interest,,BTC,0.00816120,BTC,0.00816120,$520.80,-,-,"approved / Term Deposit Interest",2025-11-09 05:00:00
NXTOFlzH5YaNFw1kL9dEz5iHNUEx,Locking Term Deposit,,ETH,-0.22416330,ETH,0.22416330,$672.49,-,-,"approved / Transfer from Savings Wallet to Term Wallet",2025-11-09 00:00:00
NXTzI13HaHT1nDXeynqoplg0N0Gb,Exchange,,USDC,-499.30575509,EURX,462.32014360,$499.31,2.42272041,USDC,"approved / Exchange USDC to EURX",2025-11-09 00:00:00
NXTJUTrNddpvxFenuGOrODCvdcNgz5x,Interest,,BTC,0.00011620,BTC,0.00011620,$9.10,-,-,"approved / BTC Interest Earned",2025-11-08 06:00:00
NXTIc7LjC4g3GIRDgfw5AX8gJDZBJS,Interest,,ETH,0.00251320,ETH,0.00251320,$7.46,-,-,"approved / ETH Interest Earned",2025-11-08 06:00:00
NXTe1S1u8mlwHKABjwwopOVFryOf4,Interest,,NEXO,0.48373281,NEXO,0.48373281,$0.45,-,-,"approved / NEXO Interest Earned",2025-11-08 06:00:00
NXTeuY5AE1a2mjFm3CDxKYn,Interest,,XRP,0.36517959,XRP,0.36517959,$0.40,-,-,"approved / XRP Interest Earned",2025-11-08 06:00:00
NXTkhG6A8aHY6a45hSaCZIS,Interest,,LINK,0.19249510,LINK,0.19249510,$3.49,-,-,"approved / LINK Interest Earned",2025-11-08 06:00:00
